"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Scroll down page to bottom
5. Verify 'SUBSCRIPTION' is visible
6. Scroll up page to top
7. Verify that page is scrolled up and 'Full-Fledged practice website for Automation Engineers' text is visible on screen","1595","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","Suite","Wed May 07 10:46:51 AST 2025","passed","Wed May 07 10:46:53 AST 2025","com.JodaynDemo.tests.TC26_ScrollUpandScrollDownNoButtonUsage","Test","com.JodaynDemo.tests.TC26_ScrollUpandScrollDownNoButtonUsage","verifyScrollUpWithoutArrowButtonAndScrollDownFunctionality"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Scroll to bottom of page
4. Verify 'RECOMMENDED ITEMS' are visible
5. Click on 'Add To Cart' on Recommended product
6. Click on 'View Cart' button
7. Verify that product is displayed in cart page","12325","Test Case 22: Add to cart from Recommended items","Suite","Wed May 07 10:45:14 AST 2025","passed","Wed May 07 10:45:26 AST 2025","com.JodaynDemo.tests.TC22_AddtoCartRecommendedItems","Test","com.JodaynDemo.tests.TC22_AddtoCartRecommendedItems","AddToCartFromRecommendedItems"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Scroll down page to bottom
5. Verify 'SUBSCRIPTION' is visible
6. Click on arrow at bottom right side to move upward
7. Verify that page is scrolled up and 'Full-Fledged practice website for Automation Engineers' text is visible on screen","1682","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality","Suite","Wed May 07 10:46:41 AST 2025","passed","Wed May 07 10:46:43 AST 2025","com.JodaynDemo.tests.TC25_ScrollUpandScrollDown","Test","com.JodaynDemo.tests.TC25_ScrollUpandScrollDown","verifyScrollUpUsingArrowButtonAndScrollDownFunctionality"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Signup / Login' button
5. Verify 'Login to your account' is visible
6. Enter correct email address and password
7. Click 'login' button
8. Verify that 'Logged in as username' is visible","4134","Test Case 2: Login User with correct email and password","Suite","Wed May 07 10:40:26 AST 2025","passed","Wed May 07 10:40:30 AST 2025","com.JodaynDemo.tests.TC2_LoginWithCorrectCredentials","Test","com.JodaynDemo.tests.TC2_LoginWithCorrectCredentials","loginUserWithCorrectEmailAndPassword"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click 'View Product' for any product on home page
5. Verify product detail is opened
6. Increase quantity to 4
7. Click 'Add to cart' button
8. Click 'View Cart' button
9. Verify that product is displayed in cart page with exact quantity","3759","Test Case 13: Verify Product quantity in Cart","Suite","Wed May 07 10:42:18 AST 2025","passed","Wed May 07 10:42:22 AST 2025","com.JodaynDemo.tests.TC13_ProductQuantityValidationCart","Test","com.JodaynDemo.tests.TC13_ProductQuantityValidationCart","verifyProductQuantityInCart"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Signup / Login' button
5. Verify 'New User Signup!' is visible
6. Enter name and email address
7. Click 'Signup' button
8. Verify that 'ENTER ACCOUNT INFORMATION' is visible
9. Fill details: Title, Name, Email, Password, Date of birth
10. Select checkbox 'Sign up for our newsletter!'
11. Select checkbox 'Receive special offers from our partners!'
12. Fill details: First name, Last name, Company, Address, Address2, Country, State, City, Zipcode, Mobile Number
13. Click 'Create Account button'
14. Verify that 'ACCOUNT CREATED!' is visible
15. Click 'Continue' button
16. Verify that 'Logged in as username' is visible
17. Click 'Delete Account' button
18. Verify that 'ACCOUNT DELETED!' is visible and click 'Continue' button","16863","TC1 - UserRegistration","Suite","Wed May 07 10:39:59 AST 2025","passed","Wed May 07 10:40:16 AST 2025","com.JodaynDemo.tests.TC1_UserRegistration","Test","com.JodaynDemo.tests.TC1_UserRegistration","registerUser"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Test Cases' button
5. Verify user is navigated to test cases page successfully","2110","Test Case 7: Verify Test Cases Page","Suite","Wed May 07 10:41:19 AST 2025","passed","Wed May 07 10:41:21 AST 2025","com.JodaynDemo.tests.TC7_TestCaseValidation","Test","com.JodaynDemo.tests.TC7_TestCaseValidation","verifyTestCasesPage"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that categories are visible on left side bar
4. Click on 'Women' category
5. Click on any category link under 'Women' category, for example: Dress
6. Verify that category page is displayed and confirm text 'WOMEN - DRESS PRODUCTS'
7. On left side bar, click on any sub-category link of 'Men' category
8. Verify that user is navigated to that category page","8205","Test Case 18: View Category Products","Suite","Wed May 07 10:43:52 AST 2025","broken","Wed May 07 10:44:01 AST 2025","com.JodaynDemo.tests.TC18_ProductViewCategory","Test","com.JodaynDemo.tests.TC18_ProductViewCategory","viewCategoryProducts"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click 'Cart' button and scroll down to footer
5. Verify text 'SUBSCRIPTION'
6. Enter email address in input and click arrow button
7. Verify success message 'You have been successfully subscribed!' is visible","1580","Test Case 11: Verify Subscription in Cart page","Suite","Wed May 07 10:41:56 AST 2025","passed","Wed May 07 10:41:57 AST 2025","com.JodaynDemo.tests.TC11_SubscriptionVerificationCart","Test","com.JodaynDemo.tests.TC11_SubscriptionVerificationCart","verifySubscriptionInCartPage"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Click on 'Products' button
4. Verify user is navigated to ALL PRODUCTS page successfully
5. Click on 'View Product' button
6. Verify 'Write Your Review' is visible
7. Enter name, email and review
8. Click 'Submit' button
9. Verify success message 'Thank you for your review.'","5333","Test Case 21: Add review on product","Suite","Wed May 07 10:45:06 AST 2025","passed","Wed May 07 10:45:11 AST 2025","com.JodaynDemo.tests.TC21_ProductReviewAdd","Test","com.JodaynDemo.tests.TC21_ProductReviewAdd","addReviewOnProduct"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Add products to cart
5. Click 'Cart' button
6. Verify that cart page is displayed
7. Click Proceed To Checkout
8. Click 'Register / Login' button
9. Fill all details in Signup and create account
10. Verify 'ACCOUNT CREATED!' and click 'Continue' button
11. Verify ' Logged in as username' at top
12. Click 'Cart' button
13. Click 'Proceed To Checkout' button
14. Verify Address Details and Review Your Order
15. Enter description in comment text area and click 'Place Order'
16. Enter payment details: Name on Card, Card Number, CVC, Expiration date
17. Click 'Pay and Confirm Order' button
18. Verify success message 'Congratulations! Your order has been confirmed!'
19. Click 'Download Invoice' button and verify invoice is downloaded successfully
20. Click 'Continue' button
21. Click 'Delete Account' button
22. Verify 'ACCOUNT DELETED!' and click 'Continue' button","41998","Test Case 24: Download Invoice after purchase order","Suite","Wed May 07 10:45:53 AST 2025","passed","Wed May 07 10:46:35 AST 2025","com.JodaynDemo.tests.TC24_InvoiceDownloadAfterPurchase","Test","com.JodaynDemo.tests.TC24_InvoiceDownloadAfterPurchase","downloadInvoiceAfterPurchaseOrder"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Products' button
5. Verify user is navigated to ALL PRODUCTS page successfully
6. The products list is visible
7. Click on 'View Product' of first product
8. User is landed to product detail page
9. Verify that detail detail is visible: product name, category, price, availability, condition, brand","4174","Test Case 8: Verify All Products and product detail page","Suite","Wed May 07 10:41:28 AST 2025","passed","Wed May 07 10:41:32 AST 2025","com.JodaynDemo.tests.TC8_ProductAndProductDetailsValidation","Test","com.JodaynDemo.tests.TC8_ProductAndProductDetailsValidation","verifyAllProductsAndProductDetailPage"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Products' button
5. Verify user is navigated to ALL PRODUCTS page successfully
6. Enter product name in search input and click search button
7. Verify 'SEARCHED PRODUCTS' is visible
8. Verify all the products related to search are visible","3668","Test Case 9: Search Product","Suite","Wed May 07 10:41:37 AST 2025","passed","Wed May 07 10:41:40 AST 2025","com.JodaynDemo.tests.TC9_ProductSearch","Test","com.JodaynDemo.tests.TC9_ProductSearch","searchProduct"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click 'Signup / Login' button
5. Fill email, password and click 'Login' button
6. Verify 'Logged in as username' at top
7. Add products to cart
8. Click 'Cart' button
9. Verify that cart page is displayed
10. Click Proceed To Checkout
11. Verify Address Details and Review Your Order
12. Enter description in comment text area and click 'Place Order'
13. Enter payment details: Name on Card, Card Number, CVC, Expiration date
14. Click 'Pay and Confirm Order' button
15. Verify success message 'Congratulations! Your order has been confirmed!'","15412","Test Case 16: Place Order: Login before Checkout","Suite","Wed May 07 10:43:26 AST 2025","passed","Wed May 07 10:43:41 AST 2025","com.JodaynDemo.tests.TC16_OrderPlaceLoginBeforeCheckout","Test","com.JodaynDemo.tests.TC16_OrderPlaceLoginBeforeCheckout","placeOrderLoginBeforeCheckout"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click on 'Signup / Login' button
5. Verify 'New User Signup!' is visible
6. Enter name and already registered email address
7. Click 'Signup' button
8. Verify error 'Email Address already exist!' is visible","2386","Test Case 5: Register User with existing email","Suite","Wed May 07 10:40:59 AST 2025","passed","Wed May 07 10:41:02 AST 2025","com.JodaynDemo.tests.TC5_RegistrationWithExistingEmail","Test","com.JodaynDemo.tests.TC5_RegistrationWithExistingEmail","registerUserWithExistingEmail"
"1. Launch browser
2. Navigate to url 'http://automationexercise.com'
3. Verify that home page is visible successfully
4. Click 'Signup / Login' button
5. Fill all details in Signup and create account
6. Verify 'ACCOUNT CREATED!' and click 'Continue' button
7. Verify ' Logged in as username' at top
8. Add products to cart
9. Click 'Cart' button
10. Verify that cart page is displayed
11. Click Proceed To Checkout
12. Verify that the delivery address and the billing address is same address filled at the time registration of account
13. Click 'Delete Account' button
14. Verify 'ACCOUNT DELETED!' and click 'Continue' button","17555","Test Case 23: Verify address details in checkout page","Suite","Wed May 07 10:45:32 AST 2025","passed","Wed May 07 10:45:50 AST 2025","com.JodaynDemo.tests.TC23_CheckoutValidateAddressDetails","Test","com.JodaynDemo.tests.TC23_CheckoutValidateAddressDetails","verifyAddressDetailsInCheckoutPage"
